Age,Gender,Weight (kg),Height (m),BMI,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,Workout_Type,diet_type,Carbs,Proteins,Fats,Calories,pct_carbs,protein_per_kg,lean_mass_kg,cal_balance,Calories_Burned,Burns Calories (per 30 min),Burns_Calories_Bin,cluster
36.18,Male,87.59,1.71,29.954515919428204,27.58083452247116,3.51,5.0,Advanced,Strength,Vegan,217.72,87.2,57.55,2409.0,0.6006566060639501,0.9955474369220231,63.43194704176752,207.71000000000004,2201.29,345.2,Medium,1
47.68,Male,68.0,1.69,23.80869017191275,24.69123020193153,2.5,3.0,Beginner,Cardio,Low-Carb,266.95,105.89,70.5,1906.0,0.6021338024992106,1.557205882352941,51.20996346268657,1255.98,650.02,345.65,Medium,0
23.26,Female,44.25,1.62,16.860996799268403,20.655074718028224,2.7,2.02,Beginner,HIIT,Low-Carb,260.89,104.1,68.93,1311.0,0.6012398598820059,2.3525423728813557,35.11012943727251,609.84,701.16,346.96,Medium,0
19.54,Male,82.65,1.95,21.73570019723866,24.55504002629874,3.47,5.0,Advanced,Yoga,Low-Carb,178.7,71.2,48.7,2304.0,0.5984594775619558,0.8614640048396854,62.3552594182641,817.6400000000001,1486.36,358.16,High,1
52.17,Male,67.61,1.63,25.446949452369303,31.22440065630965,2.41,2.97,Beginner,Cardio,Vegan,230.14,91.59,61.4,1843.0,0.6006838409939185,1.3546812601686142,46.49918271626905,812.46,1030.54,339.43,Medium,0
54.95,Male,76.74,1.73,25.640682949647495,27.489298624006,2.6,2.99,Beginner,Strength,Vegan,256.35,101.88,68.45,2038.0,0.6008015374519546,1.3275996872556686,55.644712235937796,969.77,1068.23,340.43,Medium,0
27.88,Female,66.83,1.67,23.962852737638496,24.741743926330567,2.3,2.96,Beginner,Strength,Vegetarian,166.74,66.22,43.89,1811.0,0.602275600505689,0.9908723627113571,50.29509253403328,1196.6399999999999,614.36,331.34,Low,0
26.2,Male,47.22,1.77,15.072297232595997,21.13778251698843,2.68,2.98,Intermediate,Cardio,Vegetarian,275.42,109.6,73.77,1364.0,0.6003182283833564,2.3210504023718763,37.23873909547806,261.8399999999999,1102.16,357.68,High,0
18.87,Male,58.84,1.77,18.781320820964602,24.04736216459884,2.71,2.01,Beginner,Yoga,Low-Carb,210.41,84.19,56.46,1749.0,0.5993562354013559,1.4308293677770223,44.69053210235005,823.32,925.68,345.07,Medium,0
41.07,Male,54.1,1.55,22.518210197710715,24.32725075507028,2.0,4.0,Intermediate,HIIT,Vegan,216.73,87.25,57.98,1572.0,0.5987678196485798,1.6127541589648797,40.93895734150698,-340.4100000000001,1912.41,338.64,Medium,0
29.04,Male,81.31,1.99,20.532309790156813,23.97051938135362,3.2,2.01,Beginner,Cardio,Balanced,339.98,136.58,90.21,2168.0,0.5998553205003793,1.6797441889066536,61.819570691021376,899.6500000000001,1268.35,358.54,High,1
53.7,Female,70.48,1.57,28.593452067020976,27.55075769220601,2.11,3.02,Beginner,Yoga,Vegetarian,259.15,104.62,69.24,1927.0,0.5984850234405672,1.4843927355278093,51.062225978533206,1167.31,759.69,351.58,High,0
34.72,Male,54.92,1.56,22.56738987508218,26.438672413801395,2.7,5.0,Advanced,HIIT,Paleo,204.53,81.67,54.68,1723.0,0.6000058671673316,1.4870721048798252,40.399881110340274,-720.4200000000001,2443.42,351.51,High,0
28.95,Male,87.67,1.89,24.542985918647297,23.971941839810345,3.5,4.99,Advanced,HIIT,Balanced,284.98,113.95,75.8,2623.0,0.6002991173930445,1.2997604653815444,66.65379858903826,136.71000000000004,2486.29,373.19,Very High,1
19.6,Female,124.2,1.82,37.49547156140562,35.0,3.2,3.02,Intermediate,Cardio,Vegetarian,278.58,112.45,74.45,3268.0,0.5984789894302656,0.9053945249597424,80.73,2057.3900000000003,1210.61,366.89,Very High,1
26.78,Female,72.13,1.97,18.58589502435002,19.12253329726984,3.61,3.0,Beginner,Strength,Vegan,208.58,83.02,55.06,1824.0,0.6016846477816881,1.1509774019132122,58.33691673267926,1080.15,743.85,357.1,High,0
49.41,Female,70.45,1.89,19.722292209064697,22.44835847951178,2.61,2.98,Beginner,HIIT,Low-Carb,263.11,104.16,70.01,1938.0,0.6016968532747897,1.4784953867991482,54.63513145118396,1089.46,848.54,353.95,High,0
22.81,Male,109.05,1.92,29.581705729166668,32.22851520967521,3.48,2.0,Beginner,Yoga,Low-Carb,192.4,77.5,50.86,2964.0,0.5998254146402295,0.7106831728564879,73.90480416384919,2383.73,580.27,353.27,High,1
24.8,Female,47.61,1.71,16.281932902431517,21.97198449483074,2.49,2.0,Beginner,Strength,Vegan,318.84,126.23,84.1,1234.0,0.6025284880095243,2.6513337534131485,37.149138182011086,343.80999999999995,890.19,343.2,Medium,0
40.34,Female,80.15,1.76,25.874870867768596,27.844062389432743,3.49,4.99,Advanced,Cardio,Low-Carb,235.99,94.43,62.85,2303.0,0.6000711979047474,1.1781659388646288,57.83298399486966,616.9000000000001,1686.1,348.28,Medium,1
38.93,Female,57.4,1.94,15.251355085556382,15.687144230233834,3.72,4.01,Intermediate,Strength,Balanced,259.33,102.74,68.97,1684.0,0.6016378990348924,1.7898954703832752,48.39557921184578,227.22000000000003,1456.78,332.61,Low,0
27.76,Male,108.21,1.79,33.772354171218126,34.23828740415158,2.1,3.99,Intermediate,Cardio,Keto,224.27,88.79,59.35,2924.0,0.6022126151284874,0.8205341465668609,71.16074919996757,1647.2,1276.8,374.05,Very High,1
42.09,Female,63.7,1.77,20.332599189249578,20.439483663066465,3.29,3.01,Intermediate,Yoga,Balanced,410.13,163.8,108.92,1849.0,0.6006150691952844,2.5714285714285716,50.68004890662666,897.02,951.98,342.6,Medium,0
39.28,Male,68.89,1.64,25.61347412254611,27.96053707215068,1.5,2.99,Intermediate,HIIT,Balanced,319.21,127.52,85.18,1960.0,0.6001203211069542,1.8510669182755115,49.6279860109954,201.47000000000003,1758.53,338.38,Medium,0
51.45,Male,66.65,1.58,26.69844576189713,25.55137862384008,2.3,2.97,Beginner,Cardio,Vegan,220.17,87.97,59.03,1931.0,0.5996404935043713,1.319879969992498,49.62000614721059,1174.2,756.8,358.57,High,0
28.99,Male,87.01,1.86,25.15030639380275,26.402995682501547,3.5,3.99,Advanced,Yoga,Keto,167.56,66.36,44.68,2437.0,0.6014357501794687,0.7626709573612228,64.0367534566554,1258.29,1178.71,361.87,Very High,1
18.04,Male,67.23,1.61,25.936499363450483,30.508857565056086,2.39,3.02,Beginner,Cardio,Balanced,249.94,100.52,66.54,1681.0,0.5993764988009592,1.495165848579503,46.7188950590128,1153.48,527.52,349.6,High,0
59.04,Male,126.79,1.69,44.39270333671791,35.0,2.89,3.02,Beginner,HIIT,Vegetarian,236.91,95.26,63.48,3290.0,0.5987868065209149,0.7513210821042668,82.41350000000001,1798.99,1491.01,358.68,High,1
39.57,Male,70.01,1.55,29.140478668054108,29.54153937554688,1.5,2.98,Beginner,Cardio,Low-Carb,277.77,113.25,75.13,1897.0,0.5958811541349351,1.6176260534209397,49.327968283179636,1141.58,755.42,354.26,High,0
55.21,Male,86.94,1.88,24.598234495246718,23.316281995770964,2.64,4.01,Intermediate,HIIT,Vegetarian,176.2,69.99,47.28,2425.0,0.6004020853920332,0.8050379572118702,66.66882443287673,856.8199999999999,1568.18,341.16,Medium,1
32.79,Female,64.45,1.63,24.257593435959205,28.79692622630761,2.71,5.0,Advanced,Cardio,Keto,246.01,97.15,64.96,1765.0,0.6027883955699305,1.5073700543056634,45.89038104714475,133.46000000000004,1631.54,337.16,Low,0
36.31,Male,69.67,1.65,25.59044995408632,26.228099486930702,2.7,3.01,Beginner,Yoga,Balanced,255.07,102.56,68.48,1835.0,0.5986013001337682,1.472082675470073,51.39688308745538,1023.94,811.06,340.21,Medium,0
44.19,Female,77.55,1.79,24.203364439312132,28.98216462541988,2.18,2.98,Beginner,HIIT,Balanced,212.96,85.12,56.52,2158.0,0.6005640157924421,1.0976144422952934,55.07433133298688,451.9000000000001,1706.1,360.08,High,0
33.25,Female,54.09,1.66,19.629118885179274,25.60769431305807,2.48,2.99,Beginner,HIIT,Balanced,247.91,98.62,65.45,1463.0,0.6017525122578766,1.8232575337400627,40.23879814606689,-49.5,1512.5,351.86,High,0
53.93,Male,116.85,1.62,44.52446273433927,35.0,2.29,4.01,Intermediate,Cardio,Low-Carb,253.75,100.7,67.06,3046.0,0.6020023249744965,0.8617886178861789,75.9525,2045.1,1000.9,355.53,High,1
34.96,Female,78.41,1.64,29.15303390838787,29.55238235554354,2.59,3.99,Intermediate,HIIT,Balanced,318.53,126.83,84.85,2181.0,0.6007619622413761,1.6175232750924629,55.23797699501831,491.4000000000001,1689.6,355.76,High,0
20.9,Male,80.73,1.9,22.362880886426595,25.48288334058876,3.5,3.99,Advanced,Yoga,Balanced,160.81,64.79,43.21,2171.0,0.5982292325434322,0.8025517155951939,60.1576682791427,773.73,1397.27,355.15,High,1
36.3,Female,56.41,1.95,14.834976988823144,20.76840493807937,3.4,3.97,Intermediate,Yoga,Balanced,286.6,113.67,76.44,1641.0,0.6012040863418011,2.015068250310229,44.69454277442943,862.1,778.9,344.19,Medium,0
46.66,Female,60.87,1.76,19.650697314049587,21.377949242862844,2.69,4.96,Advanced,Yoga,Vegetarian,270.02,108.42,72.11,1695.0,0.599311952058595,1.7811729916214885,47.85724229586938,502.52,1192.48,329.88,Low,0
35.15,Female,85.81,1.85,25.072315558802043,24.371792287186064,3.5,5.01,Advanced,Yoga,Low-Carb,163.88,64.61,44.15,2372.0,0.6010856807511737,0.7529425474886376,64.89656503836564,977.95,1394.05,355.81,High,1
36.89,Female,72.63,1.74,23.989298454221164,25.22308590243327,2.4,3.0,Intermediate,Yoga,Low-Carb,299.37,121.07,80.56,1825.0,0.5975449101796407,1.6669420349717747,54.31047270906271,1076.8200000000002,748.18,334.53,Low,0
54.02,Male,75.54,1.72,25.53407247160628,30.19527530797325,1.91,2.99,Beginner,Cardio,Vegan,175.71,69.31,46.95,2168.0,0.6018084049731136,0.917527137940164,52.730489032357006,1303.25,864.75,362.22,Very High,1
27.84,Male,84.98,1.79,26.522268343684654,30.6138233958324,2.32,3.97,Intermediate,Cardio,Balanced,165.86,66.42,44.31,2228.0,0.599660146787664,0.7815956695693104,58.964372878221624,934.1600000000001,1293.84,347.08,Medium,1
29.25,Male,71.26,1.54,30.04722550177096,31.69524576720336,2.39,4.0,Intermediate,HIIT,Low-Carb,306.16,121.3,81.46,2229.0,0.6015876758626111,1.702217232669099,48.67396786629089,660.8199999999999,1568.18,332.01,Low,0
30.39,Female,121.8,2.0,30.45,29.210343144475782,3.31,3.99,Intermediate,HIIT,Keto,240.95,96.66,64.12,3091.0,0.5997809474024842,0.7935960591133004,86.2218020500285,1452.84,1638.16,348.04,Medium,1
52.09,Female,51.89,1.67,18.605901968518054,23.8848226936732,1.51,1.99,Beginner,HIIT,Low-Carb,283.26,112.98,75.43,1427.0,0.6005469926007589,2.1772981306610135,39.49616550425298,-381.4000000000001,1808.4,349.41,High,0
40.45,Female,82.69,1.79,25.807559064948034,24.26167879445876,3.5,4.02,Advanced,HIIT,Low-Carb,233.45,93.45,62.1,2369.0,0.6001285347043701,1.130124561615673,62.62801780486205,-63.86999999999989,2432.87,348.35,Medium,1
55.22,Male,70.0,1.81,21.36686914318855,22.49206988333006,2.09,4.01,Intermediate,HIIT,Vegetarian,180.2,71.83,48.05,1769.0,0.6005065315915755,1.026142857142857,54.25555108166896,185.0,1584.0,335.05,Low,0
56.01,Male,84.16,1.63,31.676013399074108,29.426517490153376,2.9,3.99,Intermediate,Cardio,Vegetarian,264.11,105.63,69.88,2425.0,0.6007688458213912,1.2551093155893536,59.39464288028692,1456.21,968.79,363.29,Very High,1
18.98,Male,49.86,1.68,17.665816326530614,20.36635404660285,2.1,2.97,Intermediate,HIIT,Vegetarian,195.29,78.1,51.6,1542.0,0.6009107972553002,1.5663858804653028,39.70533587236382,-51.210000000000036,1593.21,346.51,Medium,0
52.19,Female,57.97,1.56,23.8206771860618,23.45486743080951,2.71,4.01,Advanced,Strength,Vegan,297.64,117.83,78.49,1619.0,0.6025589116527654,2.032603070553735,44.37321335035973,-311.5,1930.5,352.36,High,0
35.99,Male,124.65,1.69,43.64342985189595,35.0,2.09,4.02,Intermediate,Strength,Paleo,303.82,122.56,81.51,3413.0,0.5982003977239166,0.9832330525471319,81.02250000000001,2019.8,1393.2,366.11,Very High,1
26.97,Female,68.89,1.77,21.98921127389958,26.9493896533135,2.01,3.0,Beginner,Strength,Keto,315.28,125.9,84.06,1967.0,0.6002589292513898,1.8275511685295398,50.32456546783233,1036.4,930.6,331.5,Low,0
49.97,Female,66.02,1.57,26.784048034403014,28.127038717290347,1.59,2.0,Beginner,Yoga,Balanced,248.6,100.52,66.51,1776.0,0.5981281428193345,1.5225689185095426,47.45052903884491,951.0,825.0,332.83,Low,0
56.02,Male,67.64,1.58,27.09501682422688,29.4748720220427,1.89,2.0,Beginner,HIIT,Balanced,256.22,102.27,68.1,1733.0,0.6006235495440587,1.5119751626256652,47.70319656429032,-21.5,1754.5,345.83,Medium,0
29.01,Female,87.0,1.86,25.14741588622962,25.2343716732782,3.5,4.0,Advanced,HIIT,Low-Carb,168.57,67.27,44.71,2533.0,0.6008554624844057,0.7732183908045976,65.04609664424797,377.02,2155.98,362.39,Very High,1
40.76,Female,82.89,1.79,25.869979089291846,24.332880710862767,3.53,3.96,Advanced,Cardio,Vegan,234.86,93.92,62.31,2336.0,0.600526732977064,1.1330679213415369,62.72047517876585,579.75,1756.25,347.27,Medium,1
34.2,Female,51.78,1.78,16.34263350587047,20.07068502337282,2.7,3.98,Intermediate,Cardio,Keto,211.53,83.94,56.27,1642.0,0.6013817023938136,1.6210892236384704,41.387399294897556,326.79999999999995,1315.2,360.2,High,0
26.11,Male,54.17,1.65,19.897153351698808,20.135687629141405,1.91,4.03,Intermediate,Yoga,Vegan,215.51,86.35,57.85,1528.0,0.5991215145533901,1.594055750415359,43.2624980112941,760.17,767.83,360.62,Very High,0
45.96,Male,104.51,1.77,33.35886877972485,34.49099056174952,2.9,1.98,Beginner,Strength,Balanced,166.04,66.23,43.86,2753.0,0.6013109767138667,0.6337192613147067,68.4634657639156,1587.99,1165.01,335.68,Low,1
28.31,Male,76.81,1.62,29.26764212772443,29.717071715925616,2.29,3.02,Intermediate,Cardio,Paleo,178.25,72.15,47.61,2013.0,0.5981342907956109,0.939330816299961,53.98431721499754,901.26,1111.74,369.45,Very High,1
22.95,Female,87.6,1.91,24.01249965735588,27.7843905950744,3.51,5.03,Advanced,Yoga,Keto,203.88,80.85,53.64,2408.0,0.6025356857877471,0.922945205479452,63.260873838714815,957.2,1450.8,346.06,Medium,1
56.76,Male,62.85,1.52,27.203081717451525,30.600299438833616,2.6,2.99,Beginner,Strength,Balanced,337.27,134.41,90.15,1975.0,0.6003061424274247,2.1385839299920444,43.61771180269307,1073.28,901.72,364.83,Very High,0
45.95,Male,72.7,1.87,20.789842431868223,23.88477445614921,3.38,3.99,Intermediate,HIIT,Paleo,279.84,111.28,74.51,1817.0,0.6009922041105599,1.5306740027510315,55.33576897037953,98.1400000000001,1718.86,342.07,Medium,0
52.88,Male,68.26,1.56,28.04898093359632,25.048233944155108,2.21,4.01,Intermediate,Yoga,Low-Carb,246.67,98.9,66.22,1994.0,0.5990189174093592,1.4488719601523585,51.16207550971973,978.8,1015.2,360.18,High,0
50.15,Male,52.54,1.84,15.518667296786388,15.861104708616274,3.1,3.99,Intermediate,Cardio,Vegan,169.56,68.39,44.99,1685.0,0.5992789990810773,1.3016749143509707,44.206575586093,341.0,1344.0,345.51,Medium,0
46.46,Female,49.59,1.69,17.36283743566402,20.068332239426947,1.69,2.99,Intermediate,HIIT,Keto,249.19,99.63,66.23,1259.0,0.6003854957234068,2.0090744101633393,39.63811404246818,-689.72,1948.72,359.28,High,0
34.91,Male,78.69,1.64,29.25713860797145,29.8410302303969,2.61,4.0,Intermediate,Cardio,Vegetarian,316.47,126.72,85.0,2296.0,0.5991593934001023,1.6103698055661457,55.20809331170067,1068.22,1227.78,353.54,High,1
19.95,Female,43.68,1.61,16.85120172832838,22.3069679581757,2.5,1.97,Beginner,HIIT,Paleo,184.23,74.21,49.31,1103.0,0.5986352558895207,1.6989468864468864,33.93631639586885,-194.04999999999995,1297.05,338.99,Medium,0
45.03,Female,65.77,1.68,23.302862811791385,24.58695903012555,2.61,3.01,Beginner,Yoga,Vegan,272.58,108.51,72.44,1830.0,0.601018675721562,1.6498403527444125,49.59915704588642,1322.26,507.74,337.06,Low,0
54.02,Male,47.34,1.6,18.492187499999996,18.0650021904397,2.3,3.99,Intermediate,Cardio,Low-Carb,241.55,97.31,64.52,1326.0,0.5988150131389757,2.0555555555555554,38.78802796304585,182.6500000000001,1143.35,336.67,Low,0
56.51,Female,55.49,1.53,23.704558075953695,28.674957756822124,2.69,5.0,Advanced,Strength,Keto,211.43,84.15,55.67,1757.0,0.6019359430604981,1.5164894575599208,39.578265940739406,-467.71000000000004,2224.71,328.3,Low,0
21.65,Male,110.34,1.92,29.931640625,33.40196222321018,3.29,3.0,Intermediate,Strength,Keto,326.35,130.24,87.63,2969.0,0.5996655764213003,1.1803516403842669,73.4842748829099,1727.0,1242.0,345.92,Medium,1
19.12,Female,50.68,1.68,17.95634920634921,19.62802936137138,2.08,2.99,Intermediate,Cardio,Balanced,194.27,77.18,52.5,1434.0,0.5996913103874054,1.5228887134964484,40.73251471965698,260.8499999999999,1173.15,347.43,Medium,0
29.88,Female,62.28,1.52,26.956371191135734,26.64575816872665,2.7,4.02,Advanced,Yoga,Vegan,336.48,134.74,89.67,1965.0,0.5999037244379469,2.163455362877328,45.68502181251704,575.53,1389.47,347.05,Medium,0
56.28,Male,84.25,1.63,31.709887462832626,30.06454016669957,2.91,4.02,Intermediate,HIIT,Keto,264.3,105.67,70.77,2192.0,0.5996732767618097,1.2542433234421366,58.92062490955561,855.47,1336.53,362.77,Very High,1
45.02,Male,52.15,1.85,15.237399561723883,18.810229651888275,2.52,3.01,Beginner,HIIT,Balanced,242.64,96.97,65.33,1534.0,0.5991998814639206,1.8594439117929051,42.34046523654026,80.68000000000006,1453.32,309.86,Low,0
36.93,Male,72.53,1.76,23.414901859504134,21.99307669342636,1.9,2.99,Intermediate,Yoga,Balanced,210.92,84.29,56.46,1963.0,0.5997668268547218,1.162139804218944,56.57842147425786,1086.8,876.2,332.49,Low,0
55.15,Female,87.93,1.88,24.878338614757812,26.66140087527977,2.6,3.97,Intermediate,Yoga,Vegan,178.58,70.29,47.02,2510.0,0.6035350975024503,0.7993858751279427,64.4866302103665,1653.9099999999999,856.09,339.8,Medium,1
34.0,Female,75.44,1.6,29.468749999999993,27.836131529646643,2.7,2.01,Beginner,Cardio,Low-Carb,299.01,119.06,79.93,1834.0,0.6004216867469879,1.5782078472958643,54.440422374034576,1279.1,554.9,362.56,Very High,0
56.15,Male,108.14,1.73,36.13217949146313,35.0,2.8,3.0,Intermediate,Cardio,Paleo,300.04,119.9,79.81,2903.0,0.6003801900950475,1.1087479193637877,70.291,1847.0,1056.0,354.65,High,1
26.52,Female,46.79,1.77,14.935044208241564,19.8024927033704,2.7,2.99,Intermediate,Cardio,Vegetarian,274.26,109.52,73.88,1470.0,0.5992658305292139,2.3406710835648643,37.52441366409299,357.3299999999999,1112.67,357.26,High,0
54.07,Female,68.06,1.54,28.697925451172207,32.402942615918505,1.48,2.99,Beginner,Yoga,Keto,386.76,155.88,104.45,1789.0,0.597691202151169,2.2903320599471053,46.00655725560586,1320.4,468.6,344.53,Medium,0
26.52,Female,89.43,1.64,33.25029744199882,31.993702538837404,3.49,4.0,Advanced,HIIT,Keto,196.99,79.26,53.58,2486.0,0.5972470666707093,0.8862797718886279,60.81803181951772,-116.59999999999991,2602.6,364.85,Very High,1
56.38,Male,125.04,1.8,38.592592592592595,35.0,2.7,4.0,Intermediate,HIIT,Low-Carb,240.75,96.03,63.29,3061.0,0.6017696903041968,0.7679942418426103,81.27600000000001,1412.38,1648.62,366.57,Very High,1
48.4,Male,56.86,1.51,24.937502741107846,27.32893150848055,2.08,3.98,Intermediate,Strength,Vegetarian,215.36,86.25,57.25,1674.0,0.60012261048877,1.5168835736897643,41.32076954427796,181.1199999999999,1492.88,330.53,Low,0
55.03,Female,128.13,1.68,45.397534013605444,35.0,2.6,3.97,Intermediate,HIIT,Keto,219.84,88.91,58.8,3252.0,0.59812270439396,0.6939046281120737,83.2845,1760.4,1491.6,357.95,High,1
18.93,Male,127.62,1.93,34.261322451609445,30.727502912592463,3.01,3.99,Intermediate,HIIT,Low-Carb,233.4,93.14,61.78,3405.0,0.6010506798516687,0.7298229117693151,88.40556078294951,1725.81,1679.19,341.81,Medium,1
43.64,Female,71.18,1.66,25.831034983306726,26.91898007422132,2.51,1.99,Beginner,HIIT,Keto,365.8,147.44,97.34,1851.0,0.5991024927118477,2.0713683618994096,52.01906998316927,161.6199999999999,1689.38,366.04,Very High,0
19.92,Male,124.96,1.82,37.72491245018717,32.7937580529094,3.2,2.98,Intermediate,Yoga,Vegan,279.33,112.44,75.16,3221.0,0.5982267149251494,0.8998079385403329,83.98091993708441,2328.2,892.8,365.83,Very High,1
33.13,Female,77.88,1.66,28.26244737988097,28.566190010713985,1.89,3.98,Intermediate,HIIT,Paleo,177.47,70.92,48.39,2272.0,0.5979850394231417,0.9106317411402158,55.63265121965594,582.4000000000001,1689.6,343.86,Medium,1
49.54,Female,74.01,1.55,30.8054110301769,31.3587564835558,2.11,2.99,Beginner,HIIT,Balanced,192.26,76.78,51.06,1883.0,0.6006248047485161,1.0374273746790974,50.80138432652036,807.0799999999999,1075.92,344.65,Medium,0
43.96,Female,125.52,1.85,36.67494521548575,35.0,3.5,3.96,Intermediate,HIIT,Vegetarian,254.15,101.62,67.74,3277.0,0.6001038936506813,0.8095920968769917,81.588,1480.3,1796.7,349.06,High,1
57.0,Female,83.52,1.65,30.677685950413224,31.10659534912964,3.49,3.99,Advanced,Cardio,Keto,199.29,79.03,52.77,2235.0,0.6019209278443928,0.9462404214559388,57.53977156440692,594.3299999999999,1640.67,341.22,Medium,1
42.93,Male,56.03,1.82,16.915227629513343,21.893374169601856,2.01,2.99,Beginner,Cardio,Keto,275.58,109.14,73.0,1591.0,0.6020711351918203,1.9478850615741568,43.76314245277208,638.87,952.13,333.04,Low,0
57.85,Female,56.1,1.7,19.411764705882355,20.3096218782221,2.7,1.97,Beginner,Yoga,Vegan,206.66,83.08,55.27,1545.0,0.598997130517956,1.480926916221034,44.706302126317404,1049.55,495.45,357.81,High,0
18.36,Female,63.35,1.63,23.8435771011329,24.794826136698,2.2,3.04,Beginner,Cardio,Balanced,214.52,85.7,57.17,1704.0,0.6002406334816307,1.3528018942383584,47.642477642401815,1122.1399999999999,581.86,358.41,High,0
19.86,Female,100.4,1.91,27.521175406375924,26.25417224143392,2.7,2.98,Intermediate,Strength,Vegan,262.37,105.32,69.84,2786.0,0.5996617374808585,1.0490039840637448,74.04081106960035,1314.75,1471.25,342.03,Medium,1
47.96,Female,73.09,1.59,28.911039911395907,30.431042784839764,2.09,3.02,Intermediate,Cardio,Vegetarian,245.1,98.05,64.87,1905.0,0.6007058477525612,1.3414967847858803,50.84795082856061,774.0899999999999,1130.91,359.47,High,0
44.38,Male,78.78,1.96,20.50708038317368,17.958349648258068,2.18,3.02,Beginner,HIIT,Paleo,222.13,88.05,59.13,2153.0,0.6014730172483821,1.1176694592536176,64.6324121471023,592.0999999999999,1560.9,354.11,High,0
28.03,Male,69.45,1.58,27.820060887678252,28.341737131717124,2.02,3.01,Intermediate,Strength,Vegan,256.47,102.0,68.34,1860.0,0.6008996977577845,1.468682505399568,49.76666356202246,264.26,1595.74,334.36,Low,0
18.49,Male,64.63,1.53,27.609039258404884,28.9204786240425,2.71,5.03,Advanced,Yoga,Paleo,230.55,91.84,61.46,1871.0,0.6006252442360298,1.4210119139718398,45.93869466528133,324.22,1546.78,361.45,Very High,0
47.9,Male,69.04,1.74,22.803540758356455,25.00205969722476,2.3,2.97,Intermediate,Strength,Vegan,307.81,123.15,81.47,1900.0,0.6006869230919344,1.7837485515643106,51.77857798503604,313.72,1586.28,362.11,Very High,0
49.05,Female,82.85,1.95,21.788297172912557,29.09503646247397,3.5,5.02,Advanced,HIIT,Low-Carb,269.96,108.34,71.85,2235.0,0.5997112073753194,1.307664453832227,58.744762290840306,-498.4000000000001,2733.4,370.24,Very High,1
58.98,Female,49.72,1.95,13.07560815253123,16.409041014225775,3.43,3.02,Beginner,Strength,Keto,206.7,82.3,55.21,1507.0,0.6005055053601,1.6552695092518102,41.561424807726944,442.8800000000001,1064.12,331.94,Low,0
47.1,Male,62.07,1.54,26.172204418957666,24.15928860381129,2.7,4.0,Advanced,Cardio,Vegan,224.99,91.47,60.69,1792.0,0.5965530955853109,1.4736587723537942,47.074329563614334,-239.1199999999999,2031.12,350.65,High,0
19.17,Male,73.61,1.79,22.973689959739083,27.465087718533,1.59,2.99,Beginner,Cardio,Balanced,218.58,87.68,58.4,2032.0,0.5994076674162234,1.1911425078114388,53.39294893038786,1320.5,711.5,332.67,Low,0
51.09,Male,49.95,1.61,19.270089888507385,23.73381375809468,2.9,2.01,Beginner,Strength,Paleo,191.33,76.62,51.27,1416.0,0.5993672075684481,1.533933933933934,38.09496002783171,58.47000000000003,1357.53,351.41,High,0
41.9,Male,63.34,1.77,20.217689680487727,20.726931912252223,3.32,3.01,Intermediate,Cardio,Vegetarian,408.57,164.13,108.67,1631.0,0.5996301568897956,2.591253552257657,50.211561326779446,372.3499999999999,1258.65,342.83,Medium,0
28.0,Male,64.28,1.62,24.49321749733272,26.39566970093644,1.9,2.02,Beginner,HIIT,Keto,218.63,86.83,58.68,1695.0,0.6004009446916021,1.3508089607965152,47.31286351623805,885.04,809.96,342.95,Medium,0
39.98,Male,63.66,1.62,24.256973022405116,28.83583712425669,3.4,1.98,Beginner,Cardio,Vegetarian,257.2,102.67,68.54,1737.0,0.6003594687332228,1.6127866792334278,45.303106086698186,596.1199999999999,1140.88,328.73,Low,0
56.96,Female,81.24,1.86,23.48248352410683,28.67947758913165,3.49,4.99,Advanced,Strength,Low-Carb,228.46,91.57,60.28,2193.0,0.6007204648839106,1.127154111275234,57.940792406589445,87.0,2106.0,348.18,Medium,1
36.65,Female,72.56,1.76,23.424586776859506,21.85637235764665,1.87,2.99,Intermediate,HIIT,Keto,211.5,84.74,56.13,1837.0,0.6002213582314044,1.1678610804851157,56.701016217291595,241.1300000000001,1595.87,332.89,Low,0
56.01,Male,54.86,1.92,14.881727430555555,15.505592444585035,3.17,3.01,Beginner,HIIT,Paleo,205.91,81.87,54.69,1570.0,0.6012497445031681,1.492344148742253,46.35363198490065,735.1,834.9,331.9,Low,0
56.53,Male,129.7,1.95,34.10913872452334,32.91769541919361,3.5,2.04,Beginner,Yoga,Keto,297.45,117.41,78.7,3392.0,0.6026622902990517,0.905242868157286,87.00574904130588,2739.19,652.81,374.91,Very High,1
39.84,Female,51.7,1.82,15.608018355271103,21.36415042010756,3.01,3.03,Beginner,HIIT,Keto,221.98,88.34,59.11,1435.0,0.6008716130254717,1.7087040618955511,40.654734232804394,333.9000000000001,1101.1,347.56,Medium,0
55.69,Male,88.42,1.68,31.327947845804992,29.859709152715546,3.49,5.01,Advanced,Yoga,Balanced,194.9,78.99,51.7,2294.0,0.5986056082803527,0.8933499208323907,62.01804516716892,921.2,1372.8,339.76,Medium,1
34.88,Female,85.62,1.85,25.016800584368152,26.21915146197429,3.51,5.0,Advanced,Yoga,Low-Carb,163.44,65.83,43.7,2335.0,0.5987471150675899,0.7688624153235225,63.17116251825762,963.26,1371.74,355.22,High,1
